#Distancia emision (mm) 	 Distancia captura desde emision 	 Distancia captura en detector (mm)
0.7880788	10.6370637	11.4251425
3.7283728	7.5167517	11.2451245
0.7280728	3.1243124	3.8523852
3.0323032	8.8368837	11.8691869
3.7483748	7.4647465	11.2131213
0.1840184	10.8370837	11.0211021
2.2762276	8.2848285	10.5610561
2.9402940	1.2161216	4.1564156
0.5120512	11.2851285	11.7971797
0.8760876	9.6969697	10.5730573
1.9481948	8.8008801	10.7490749
2.5482548	8.3168317	10.8650865
4.7724772	6.5406541	11.3131313
3.3683368	7.7327733	11.1011101
4.6564656	5.9525953	10.6090609
2.2442244	8.3648365	10.6090609
2.5962596	8.3048305	10.9010901
3.8123812	7.4807481	11.2931293
2.0642064	8.5248525	10.5890589
0.2040204	1.1561156	1.3601360
1.1801180	1.2401240	2.4202420
4.2084208	7.1567157	11.3651365
0.0120012	4.9284928	4.9404940
3.9923992	6.6926693	10.6850685
4.4164416	3.4963496	7.9127913
3.1083108	7.5007501	10.6090609
3.9123912	6.9526953	10.8650865
4.2244224	6.5206521	10.7450745
4.7364736	5.9805981	10.7170717
3.4763476	7.3167317	10.7930793
3.4723472	7.4967497	10.9690969
1.9761976	8.7328733	10.7090709
2.4362436	2.6322632	5.0685069
2.5922592	8.0608061	10.6530653
4.1924192	6.4286429	10.6210621
1.7961796	1.0041004	2.8002800
2.7122712	5.1445145	7.8567857
4.6644664	8.9128913	13.5773577
4.0284028	6.5966597	10.6250625
4.8244824	6.6406641	11.4651465
0.6920692	9.8089809	10.5010501
1.1081108	9.4129413	10.5210521
2.4962496	8.2368237	10.7330733
3.1203120	7.6727673	10.7930793
4.0964096	7.4927493	11.5891589
3.5523552	7.4047405	10.9570957
2.7682768	0.2840284	3.0523052
4.5924592	6.3846385	10.9770977
4.2604260	6.2766277	10.5370537
0.2120212	10.8530853	11.0651065
3.0163016	7.9367937	10.9530953
1.2641264	9.7969797	11.0611061
4.3164316	6.7566757	11.0731073
4.3564356	6.2206221	10.5770577
2.6442644	2.4082408	5.0525053
1.1241124	9.4689469	10.5930593
2.2042204	9.7649765	11.9691969
1.3601360	9.3809381	10.7410741
2.1842184	2.9482948	5.1325133
3.9923992	6.8206821	10.8130813
4.9724972	5.6445645	10.6170617
3.6403640	8.0368037	11.6771677
3.3323332	7.6647665	10.9970997
1.1641164	10.7130713	11.8771877
3.7803780	6.8206821	10.6010601
4.0684068	6.7726773	10.8410841
2.7242724	9.2889289	12.0132013
3.3363336	7.3807381	10.7170717
2.9562956	9.1769177	12.1332133
2.0082008	9.7889789	11.7971797
1.5441544	1.5761576	3.1203120
0.1880188	10.9890989	11.1771177
4.7404740	6.1686169	10.9090909
2.4722472	8.2368237	10.7090709
2.6882688	8.0048005	10.6930693
1.2961296	9.6529653	10.9490949
1.3321332	9.7569757	11.0891089
1.7681768	9.3929393	11.1611161
4.8644864	3.1923192	8.0568057
0.2920292	10.2770277	10.5690569
4.1164116	6.8926893	11.0091009
2.5202520	8.8448845	11.3651365
3.3003300	8.6528653	11.9531953
1.4481448	9.0809081	10.5290529
1.2601260	3.0643064	4.3244324
0.8120812	10.2210221	11.0331033
0.2480248	10.8250825	11.0731073
3.6523652	0.1160116	3.7683768
2.9202920	8.2288229	11.1491149
4.2244224	6.8526853	11.0771077
0.6960696	10.6690669	11.3651365
3.8723872	7.2887289	11.1611161
0.2280228	10.7130713	10.9410941
0.0120012	10.6450645	10.6570657
3.3163316	7.6447645	10.9610961
2.6962696	9.5089509	12.2052205
4.8444844	6.0086009	10.8530853
4.1924192	8.3488349	12.5412541
4.3404340	7.7327733	12.0732073
3.3483348	7.5167517	10.8650865
0.2200220	1.7961796	2.0162016
1.2681268	10.3890389	11.6571657
3.3363336	9.2289229	12.5652565
4.1844184	6.7206721	10.9050905
2.9722972	0.2320232	3.2043204
4.8804880	6.3926393	11.2731273
2.5602560	0.8640864	3.4243424
4.7204720	6.3566357	11.0771077
0.0480048	11.2691269	11.3171317
4.6724672	9.1769177	13.8493849
2.7282728	8.6968697	11.4251425
0.7000700	10.2890289	10.9890989
0.2640264	10.5490549	10.8130813
1.9121912	8.7008701	10.6130613
0.5960596	2.6522652	3.2483248
2.2042204	8.8888889	11.0931093
0.8320832	10.4330433	11.2651265
2.4402440	8.4528453	10.8930893
1.3241324	9.3609361	10.6850685
3.4163416	7.6247625	11.0411041
1.1441144	10.2490249	11.3931393
0.5520552	10.2610261	10.8130813
4.4324432	6.6366637	11.0691069
0.1920192	10.6290629	10.8210821
2.0162016	1.7601760	3.7763776
3.7923792	7.0207021	10.8130813
4.2884288	6.2966297	10.5850585
3.4003400	7.5847585	10.9850985
2.7242724	8.0408041	10.7650765
3.7283728	0.1520152	3.8803880
4.4684468	7.9767977	12.4452445
0.2320232	11.6291629	11.8611861
2.6882688	1.4481448	4.1364136
4.1444144	8.1768177	12.3212321
4.4324432	6.3446345	10.7770777
4.5804580	5.9485949	10.5290529
4.4484448	6.5366537	10.9850985
2.9282928	7.6887689	10.6170617
0.7400740	9.8129813	10.5530553
4.8244824	5.6885689	10.5130513
2.5242524	8.1608161	10.6850685
2.1602160	8.4848485	10.6450645
4.2004200	7.6327633	11.8331833
3.7203720	7.2927293	11.0131013
2.7002700	9.1849185	11.8851885
3.9763976	6.8446845	10.8210821
1.7761776	1.6601660	3.4363436
4.6684668	6.2206221	10.8890889
3.2763276	7.3727373	10.6490649
0.0280028	10.8090809	10.8370837
4.3084308	6.8086809	11.1171117
4.6284628	6.5846585	11.2131213
2.8002800	8.3008301	11.1011101
3.0603060	7.7967797	10.8570857
1.9721972	9.4369437	11.4091409
1.3161316	9.7809781	11.0971097
3.0843084	7.6927693	10.7770777
0.5280528	7.4807481	8.0088009
0.5280528	1.4041404	1.9321932
0.5680568	10.2930293	10.8610861
4.2684268	6.3486349	10.6170617
2.6202620	0.0480048	2.6682668
4.9924992	5.7005701	10.6930693
1.6001600	1.1401140	2.7402740
1.1881188	9.7449745	10.9330933
1.5961596	2.3482348	3.9443944
4.5844584	5.9205921	10.5050505
0.4360436	10.3810381	10.8170817
4.7324732	5.7965797	10.5290529
3.3643364	7.1887189	10.5530553
0.4840484	10.4810481	10.9650965
1.2241224	9.4729473	10.6970697
4.5364536	6.0646065	10.6010601
0.6440644	1.0041004	1.6481648
1.3881388	9.2209221	10.6090609
2.4962496	8.0608061	10.5570557
2.5802580	7.9967997	10.5770577
3.1363136	8.2248225	11.3611361
4.2364236	6.4006401	10.6370637
2.1402140	2.5442544	4.6844684
2.8642864	8.1328133	10.9970997
3.9283928	7.1487149	11.0771077
2.6522652	7.9887989	10.6410641
3.7923792	6.8286829	10.6210621
0.8720872	12.0332033	12.9052905
4.5244524	6.0286029	10.5530553
3.7203720	7.3687369	11.0891089
2.2562256	8.6368637	10.8930893
3.3843384	7.4167417	10.8010801
2.6642664	8.4208421	11.0851085
1.9681968	9.9009901	11.8691869
2.7962796	8.0568057	10.8530853
1.5801580	1.4401440	3.0203020
2.1402140	8.6848685	10.8250825
0.1640164	2.1562156	2.3202320
3.6923692	7.2487249	10.9410941
2.3402340	8.3648365	10.7050705
0.2840284	2.7202720	3.0043004
1.2481248	9.2889289	10.5370537
1.1241124	6.7126713	7.8367837
2.7602760	7.9167917	10.6770677
3.2803280	7.3167317	10.5970597
4.9164916	5.8485849	10.7650765
2.1442144	9.3129313	11.4571457
2.1162116	8.4728473	10.5890589
1.0241024	9.6649665	10.6890689
2.3402340	5.6485649	7.9887989
1.2561256	9.6209621	10.8770877
4.4804480	6.6326633	11.1131113
3.9163916	7.1807181	11.0971097
1.6681668	2.7962796	4.4644464
3.8843884	8.2328233	12.1172117
1.0521052	0.0800080	1.1321132
3.4723472	7.8487849	11.3211321
2.4682468	8.0648065	10.5330533
4.2084208	6.9966997	11.2051205
2.6242624	8.0288029	10.6530653
1.8201820	10.1770177	11.9971997
3.2403240	7.5607561	10.8010801
1.0601060	9.8249825	10.8850885
1.5841584	9.1249125	10.7090709
4.9204920	5.9045905	10.8250825
3.3443344	7.4087409	10.7530753
1.6881688	9.3409341	11.0291029
2.2282228	8.8128813	11.0411041
4.1004100	0.5800580	4.6804680
3.0683068	7.8287829	10.8970897
4.6844684	6.1086109	10.7930793
4.2084208	7.0487049	11.2571257
1.6321632	6.2726273	7.9047905
4.8724872	6.0486049	10.9210921
0.4720472	10.2290229	10.7010701
1.4441444	9.6129613	11.0571057
2.9322932	7.7207721	10.6530653
1.7161716	9.9329933	11.6491649
3.8883888	4.1684168	8.0568057
3.4843484	9.0369037	12.5212521
4.9564956	5.5565557	10.5130513
1.6281628	6.3166317	7.9447945
3.9763976	6.5406541	10.5170517
1.7081708	9.8169817	11.5251525
3.4883488	7.0247025	10.5130513
0.9400940	9.7609761	10.7010701
0.7960796	11.0531053	11.8491849
2.1402140	9.2769277	11.4171417
0.9800980	0.3720372	1.3521352
0.7520752	1.2081208	1.9601960
4.8684868	6.0046005	10.8730873
4.5924592	7.1047105	11.6971697
2.8562856	9.5289529	12.3852385
0.2880288	4.0404040	4.3284328
1.8681868	8.8728873	10.7410741
0.8200820	10.4890489	11.3091309
3.9243924	7.2087209	11.1331133
3.6803680	6.9526953	10.6330633
0.4800480	11.0171017	11.4971497
1.8081808	1.4521452	3.2603260
4.6204620	0.3240324	4.9444944
1.5401540	9.0049005	10.5450545
2.2962296	8.5968597	10.8930893
2.8402840	5.0405041	7.8807881
0.6280628	10.3810381	11.0091009
0.7360736	10.0970097	10.8330833
0.1040104	11.1051105	11.2091209
4.8564856	5.6845685	10.5410541
1.4041404	9.8049805	11.2091209
4.1804180	3.9123912	8.0928093
0.3200320	11.0211021	11.3411341
3.6723672	0.1000100	3.7723772
2.9722972	8.0368037	11.0091009
2.1002100	8.4888489	10.5890589
1.0041004	9.5609561	10.5650565
1.0881088	9.5889589	10.6770677
4.5204520	6.3286329	10.8490849
2.1122112	8.4168417	10.5290529
0.2560256	10.3770377	10.6330633
1.0161016	10.5250525	11.5411541
1.7681768	8.7608761	10.5290529
1.6241624	8.8808881	10.5050505
3.3483348	7.9887989	11.3371337
4.2524252	6.4486449	10.7010701
3.2603260	8.5648565	11.8251825
0.1000100	12.2132213	12.3132313
2.0442044	3.3123312	5.3565357
0.9440944	11.9331933	12.8772877
2.3202320	8.6008601	10.9210921
1.3121312	9.3009301	10.6130613
2.1482148	8.8968897	11.0451045
1.8001800	10.4010401	12.2012201
1.6641664	10.5010501	12.1652165
4.2244224	6.6366637	10.8610861
4.1524152	6.8486849	11.0011001
3.3083308	7.1927193	10.5010501
2.8042804	1.5441544	4.3484348
4.6164616	7.0527053	11.6691669
3.4003400	7.2447245	10.6450645
4.4124412	6.3286329	10.7410741
1.4841484	3.5683568	5.0525053
4.8564856	5.7165717	10.5730573
2.1562156	2.6322632	4.7884788
2.9002900	8.0408041	10.9410941
1.6561656	9.4649465	11.1211121
4.1404140	6.5806581	10.7210721
4.7564756	7.1327133	11.8891889
3.0123012	7.6967697	10.7090709
1.4401440	9.1249125	10.5650565
2.4322432	5.3325333	7.7647765
2.8442844	0.3880388	3.2323232
1.6521652	10.0370037	11.6891689
0.9600960	9.7289729	10.6890689
0.4560456	10.7330733	11.1891189
1.8961896	8.6688669	10.5650565
3.9283928	6.6806681	10.6090609
3.5083508	1.3761376	4.8844884
2.2482248	8.9248925	11.1731173
1.8441844	0.6400640	2.4842484
4.0844084	7.0167017	11.1011101
1.0641064	6.9726973	8.0368037
0.4480448	10.2810281	10.7290729
0.7320732	9.9409941	10.6730673
2.2642264	8.2688269	10.5330533
0.4680468	10.5770577	11.0451045
1.2441244	9.3489349	10.5930593
0.1040104	11.0291029	11.1331133
0.3320332	11.1451145	11.4771477
0.5480548	10.0450045	10.5930593
1.0881088	6.7886789	7.8767877
3.4843484	7.1367137	10.6210621
4.4604460	8.2248225	12.6852685
0.9360936	9.9929993	10.9290929
0.8400840	0.9120912	1.7521752
2.7722772	8.2488249	11.0211021
3.6683668	7.7847785	11.4531453
3.4123412	7.1327133	10.5450545
4.7884788	5.8845885	10.6730673
4.3444344	7.4647465	11.8091809
0.7720772	10.5690569	11.3411341
2.8682868	7.7487749	10.6170617
1.2481248	9.9529953	11.2011201
4.4164416	0.0880088	4.5044504
2.7722772	9.4169417	12.1892189
1.0041004	11.5971597	12.6012601
4.9444944	5.6845685	10.6290629
0.6680668	13.5733573	14.2414241
4.4564456	6.6366637	11.0931093
3.0523052	7.9047905	10.9570957
4.1164116	6.9366937	11.0531053
1.6321632	1.6121612	3.2443244
2.4402440	9.6529653	12.0932093
2.4122412	8.1728173	10.5850585
4.6044604	5.9845985	10.5890589
3.3043304	1.4321432	4.7364736
1.1361136	2.4482448	3.5843584
4.9244924	6.5086509	11.4331433
4.2204220	6.3406341	10.5610561
0.4040404	11.6931693	12.0972097
0.1280128	10.8370837	10.9650965
4.9324932	6.2006201	11.1331133
0.6680668	9.9249925	10.5930593
1.8721872	8.6728673	10.5450545
2.1202120	0.5440544	2.6642664
2.5682568	8.9328933	11.5011501
2.7442744	7.9607961	10.7050705
3.0203020	9.0489049	12.0692069
3.4483448	7.1007101	10.5490549
4.9124912	5.6605661	10.5730573
0.5120512	10.6330633	11.1451145
0.7080708	10.0610061	10.7690769
0.6560656	9.9129913	10.5690569
3.1523152	7.8487849	11.0011001
1.9321932	9.8449845	11.7771777
4.3684368	6.1646165	10.5330533
1.6601660	2.0962096	3.7563756
4.3924392	6.6966697	11.0891089
2.6082608	8.8648865	11.4731473
1.4881488	10.1530153	11.6411641
3.0283028	8.5808581	11.6091609
1.8721872	9.1449145	11.0171017
3.0363036	8.4928493	11.5291529
4.0924092	7.2367237	11.3291329
2.6602660	8.0528053	10.7130713
3.7963796	8.3408341	12.1372137
2.4202420	9.8209821	12.2412241
1.2241224	9.3529353	10.5770577
2.6562656	7.9487949	10.6050605
3.9723972	6.9086909	10.8810881
4.7124712	6.0606061	10.7730773
0.6800680	10.2290229	10.9090909
0.8680868	2.6122612	3.4803480
0.9400940	11.1091109	12.0492049
0.2600260	10.4930493	10.7530753
1.6441644	8.9088909	10.5530553
0.4560456	11.2131213	11.6691669
4.7924792	6.7246725	11.5171517
0.3960396	10.5370537	10.9330933
2.8442844	7.9927993	10.8370837
1.2401240	9.4409441	10.6810681
0.2240224	10.3410341	10.5650565
2.5122512	8.0328033	10.5450545
0.0240024	10.5810581	10.6050605
2.0802080	8.5528553	10.6330633
3.6083608	7.6687669	11.2771277
1.6641664	9.9929993	11.6571657
4.5604560	6.5806581	11.1411141
0.3360336	0.8840884	1.2201220
4.7924792	5.8205821	10.6130613
3.6323632	7.1047105	10.7370737
4.3804380	6.4766477	10.8570857
2.1122112	8.5328533	10.6450645
1.8401840	2.6922692	4.5324532
4.3364336	6.2246225	10.5610561
2.3922392	8.9128913	11.3051305
0.7120712	11.4011401	12.1132113
1.4241424	9.3329333	10.7570757
3.2083208	7.4767477	10.6850685
3.9323932	7.9167917	11.8491849
2.4802480	8.2248225	10.7050705
4.0444044	6.6646665	10.7090709
1.7961796	8.7128713	10.5090509
3.7523752	7.6287629	11.3811381
4.4684468	0.4680468	4.9364936
0.9720972	9.5929593	10.5650565
2.2082208	8.7768777	10.9850985
4.1764176	0.0840084	4.2604260
4.9724972	5.7325733	10.7050705
2.2962296	9.3889389	11.6851685
1.7961796	9.4929493	11.2891289
1.9081908	8.8568857	10.7650765
0.9000900	9.7649765	10.6650665
0.6000600	7.5527553	8.1528153
4.2524252	6.3446345	10.5970597
4.8164816	5.7845785	10.6010601
3.7563756	6.8406841	10.5970597
4.9604960	5.9965997	10.9570957
1.1641164	10.0730073	11.2371237
3.9403940	6.6726673	10.6130613
4.8084808	6.5126513	11.3211321
2.3242324	8.2568257	10.5810581
2.6482648	8.2888289	10.9370937
2.8562856	0.9920992	3.8483848
2.6042604	8.7728773	11.3771377
1.5881588	10.6890689	12.2772277
1.1521152	2.1362136	3.2883288
3.7723772	7.3967397	11.1691169
3.7563756	6.7926793	10.5490549
3.8963896	7.1127113	11.0091009
3.3763376	7.3327333	10.7090709
1.6761676	1.9161916	3.5923592
4.4964496	7.2647265	11.7611761
0.2080208	10.3970397	10.6050605
0.5040504	10.4090409	10.9130913
1.2641264	10.0770077	11.3411341
3.4403440	4.6644664	8.1048105
4.4164416	6.1246125	10.5410541
4.6284628	6.8046805	11.4331433
2.5522552	9.8769877	12.4292429
1.1481148	10.5410541	11.6891689
2.1602160	9.3929393	11.5531553
4.3644364	6.3486349	10.7130713
3.4403440	8.9368937	12.3772377
4.9564956	2.9482948	7.9047905
0.0000000	10.5810581	10.5810581
0.4360436	10.0650065	10.5010501
0.3960396	10.5050505	10.9010901
2.2402240	8.7528753	10.9930993
1.7961796	9.3289329	11.1251125
1.5241524	9.5409541	11.0651065
1.4281428	9.0969097	10.5250525
0.8760876	1.9121912	2.7882788
1.4321432	1.9201920	3.3523352
4.3484348	7.1367137	11.4851485
4.0884088	6.6326633	10.7210721
4.8084808	6.2286229	11.0371037
3.6003600	6.9126913	10.5130513
0.5160516	11.2171217	11.7331733
4.2684268	6.4846485	10.7530753
3.0723072	8.0528053	11.1251125
0.4640464	0.0680068	0.5320532
1.2201220	9.4209421	10.6410641
4.5004500	6.3086309	10.8090809
3.9563956	6.6246625	10.5810581
2.0362036	8.5248525	10.5610561
4.8404840	5.7165717	10.5570557
3.4003400	1.3601360	4.7604760
2.0482048	8.5888589	10.6370637
2.8282828	7.7047705	10.5330533
0.5640564	10.0290029	10.5930593
0.1600160	10.4290429	10.5890589
0.5720572	10.1210121	10.6930693
4.0204020	6.9926993	11.0131013
4.9644964	6.7926793	11.7571757
0.9240924	2.7682768	3.6923692
0.3120312	1.9721972	2.2842284
2.3602360	8.2688269	10.6290629
3.4523452	7.6927693	11.1451145
4.5964596	6.3246325	10.9210921
4.2204220	6.4046405	10.6250625
3.0443044	8.3328333	11.3771377
4.0764076	7.1047105	11.1811181
2.4082408	8.1968197	10.6050605
4.1924192	6.7526753	10.9450945
1.3561356	9.7209721	11.0771077
1.3721372	9.4249425	10.7970797
2.2362236	8.3368337	10.5730573
1.1161116	10.2090209	11.3251325
0.6200620	10.3010301	10.9210921
1.2161216	3.0763076	4.2924292
1.1641164	3.4603460	4.6244624
1.7521752	9.4569457	11.2091209
2.5722572	7.9527953	10.5250525
3.0763076	7.6967697	10.7730773
0.5600560	10.6730673	11.2331233
3.3523352	7.4607461	10.8130813
2.1122112	9.9969997	12.1092109
0.9000900	1.1761176	2.0762076
0.2880288	2.5002500	2.7882788
4.6324632	6.0766077	10.7090709
2.0362036	3.1603160	5.1965197
3.5123512	8.9328933	12.4452445
0.5520552	2.4842484	3.0363036
4.3924392	3.6563656	8.0488049
2.2922292	8.7088709	11.0011001
0.5520552	10.1530153	10.7050705
1.2561256	10.3010301	11.5571557
4.1284128	6.7246725	10.8530853
2.7042704	8.0768077	10.7810781
2.5962596	8.3008301	10.8970897
1.7161716	9.3129313	11.0291029
4.2844284	3.5043504	7.7887789
2.5722572	8.0648065	10.6370637
3.9603960	0.9920992	4.9524952
0.6560656	10.0490049	10.7050705
0.0400040	10.4810481	10.5210521
2.4722472	0.0360036	2.5082508
0.3000300	11.1531153	11.4531453
3.7443744	7.7327733	11.4771477
1.1001100	0.4200420	1.5201520
1.7081708	9.1249125	10.8330833
3.8003800	7.2167217	11.0171017
3.7043704	7.5967597	11.3011301
3.0643064	7.8887889	10.9530953
0.2040204	11.3931393	11.5971597
2.3322332	9.4649465	11.7971797
3.5243524	4.2964296	7.8207821
2.7602760	8.1048105	10.8650865
0.5040504	3.8843884	4.3884388
1.1361136	1.9921992	3.1283128
3.4763476	8.2928293	11.7691769
0.5880588	0.9240924	1.5121512
4.9164916	5.7245725	10.6410641
1.5281528	2.8922892	4.4204420
0.2680268	10.3610361	10.6290629
2.3082308	8.3368337	10.6450645
1.9681968	9.5569557	11.5251525
0.6080608	9.9329933	10.5410541
1.8681868	8.9768977	10.8450845
1.3441344	10.3130313	11.6571657
3.7443744	6.9606961	10.7050705
1.7321732	9.6529653	11.3851385
3.7563756	7.0007001	10.7570757
3.5483548	7.0447045	10.5930593
0.5200520	10.1450145	10.6650665
0.8520852	0.9360936	1.7881788
0.3800380	2.6042604	2.9842984
0.2640264	10.9370937	11.2011201
0.8480848	1.0281028	1.8761876
0.1560156	10.8730873	11.0291029
1.1641164	0.8240824	1.9881988
1.6361636	9.8249825	11.4611461
3.8443844	3.9363936	7.7807781
1.6881688	8.8448845	10.5330533
1.4521452	3.4643464	4.9164916
0.2560256	10.3050305	10.5610561
2.1202120	9.2009201	11.3211321
0.7960796	9.7489749	10.5450545
1.6681668	2.2482248	3.9163916
2.4842484	8.1928193	10.6770677
3.1883188	7.4487449	10.6370637
4.9924992	6.6566657	11.6491649
3.3843384	7.2807281	10.6650665
3.5363536	7.1967197	10.7330733
0.0960096	10.4530453	10.5490549
4.7684768	0.2200220	4.9884988
4.2844284	6.3766377	10.6610661
4.0724072	7.8887889	11.9611961
0.6360636	10.6970697	11.3331333
0.9760976	2.6842684	3.6603660
4.6844684	5.9005901	10.5850585
2.9402940	8.1088109	11.0491049
1.4761476	2.8682868	4.3444344
2.3602360	8.2008201	10.5610561
4.7644764	5.8765877	10.6410641
4.8124812	6.1126113	10.9250925
0.4600460	10.1890189	10.6490649
4.8404840	5.8805881	10.7210721
0.2960296	10.2770277	10.5730573
4.1004100	6.4606461	10.5610561
3.0163016	7.9167917	10.9330933
2.3482348	8.5368537	10.8850885
4.4524452	8.4688469	12.9212921
0.0320032	11.8411841	11.8731873
4.9804980	3.0443044	8.0248025
4.3804380	6.6966697	11.0771077
2.2242224	8.8368837	11.0611061
3.7403740	7.3847385	11.1251125
0.3720372	3.9603960	4.3324332
3.1403140	7.8407841	10.9810981
4.6484648	7.7287729	12.3772377
3.6363636	7.0167017	10.6530653
0.0400040	11.2571257	11.2971297
4.5644564	8.7288729	13.2933293
1.4961496	10.1170117	11.6131613
4.8484848	7.0287029	11.8771877
1.7721772	9.3249325	11.0971097
0.4800480	10.5450545	11.0251025
4.4844484	6.2566257	10.7410741
3.8003800	9.6689669	13.4693469
2.3882388	8.6768677	11.0651065
1.9841984	9.1129113	11.0971097
0.9720972	3.3243324	4.2964296
4.0324032	7.1927193	11.2251225
2.4202420	8.4848485	10.9050905
3.9843984	6.8966897	10.8810881
0.6000600	11.7531753	12.3532353
0.0880088	10.7330733	10.8210821
4.9764976	5.5565557	10.5330533
1.4561456	9.2209221	10.6770677
0.2440244	10.3970397	10.6410641
4.5804580	6.4806481	11.0611061
4.7684768	5.9325933	10.7010701
1.5161516	9.2009201	10.7170717
4.9804980	5.7005701	10.6810681
1.8121812	10.1330133	11.9451945
1.7721772	9.2049205	10.9770977
4.5004500	6.3446345	10.8450845
3.9763976	6.8966897	10.8730873
4.3644364	6.4246425	10.7890789
2.7002700	7.9287929	10.6290629
0.5200520	10.7730773	11.2931293
4.9884988	6.7366737	11.7251725
2.9642964	1.6921692	4.6564656
1.8601860	9.1249125	10.9850985
0.6240624	0.4680468	1.0921092
2.3522352	8.9688969	11.3211321
2.0242024	1.1961196	3.2203220
0.6520652	9.9969997	10.6490649
0.6120612	1.4001400	2.0122012
1.3561356	9.2369237	10.5930593
2.0922092	8.5488549	10.6410641
2.6282628	8.6688669	11.2971297
2.9402940	5.1565157	8.0968097
2.5402540	8.1168117	10.6570657
3.8723872	6.7646765	10.6370637
3.3123312	0.8880888	4.2004200
2.9762976	7.9807981	10.9570957
1.2401240	9.3009301	10.5410541
3.2843284	7.6167617	10.9010901
0.6480648	11.0571057	11.7051705
1.5041504	9.1689169	10.6730673
2.2842284	1.0401040	3.3243324
2.1602160	8.3928393	10.5530553
3.7163716	8.1928193	11.9091909
4.4804480	6.1566157	10.6370637
1.8881888	9.8929893	11.7811781
3.6123612	7.0807081	10.6930693
4.2804280	6.3446345	10.6250625
4.8564856	5.7125713	10.5690569
4.1844184	7.1727173	11.3571357
3.2523252	7.3127313	10.5650565
4.9324932	5.6085609	10.5410541
0.0560056	1.9601960	2.0162016
1.7561756	8.8368837	10.5930593
4.1004100	6.7886789	10.8890889
1.1281128	10.6570657	11.7851785
2.1442144	9.2009201	11.3451345
4.8444844	5.9365937	10.7810781
2.6562656	8.4168417	11.0731073
3.1523152	7.4567457	10.6090609
1.8801880	9.1489149	11.0291029
4.8164816	6.1726173	10.9890989
4.4844484	6.0926093	10.5770577
3.5563556	8.1248125	11.6811681
2.3482348	2.2242224	4.5724572
2.9442944	0.2200220	3.1643164
